QID,Domain,Bloom_Level,Difficulty,Question
458,IoT,Knowledge,Hard,"What is 'Time-Sensitive Networking' (TSN)?"
459,Artificial Intelligence,Comprehension,Medium,"Describe how a search heuristic can improve the efficiency of a search algorithm."
460,Cloud Computing,Evaluation,Hard,"Evaluate the long-term viability of a multi-cloud strategy for a small business."
461,Cybersecurity,Application,Medium,"Apply firewall rules to restrict network traffic."
462,Machine Learning,Knowledge,Easy,"What is 'labeled data'?"
463,Data Science,Synthesis,Hard,"Develop a Python script to automate the process of data cleaning and preprocessing."
464,Big Data,Comprehension,Medium,"Explain the difference between a data mart and a data warehouse."
465,DevOps,Knowledge,Medium,"What is 'Value Stream Mapping' in DevOps?"
466,IoT,Evaluation,Medium,"Assess the impact of 5G technology on the future of IoT."
467,Artificial Intelligence,Application,Easy,"Demonstrate a simple 'if-then' rule in an expert system."
468,Cloud Computing,Knowledge,Easy,"What is a 'data center'?"
469,Cybersecurity,Analysis,Hard,"Analyze the effectiveness of different cryptographic hash functions."
470,Machine Learning,Comprehension,Hard,"Explain the concept of 'dimensionality reduction'."
471,Data Science,Analysis,Medium,"Analyze the ethical concerns of using web scraping to collect data."
472,Big Data,Application,Hard,"Implement a lambda architecture for a real-time analytics dashboard."
473,DevOps,Comprehension,Medium,"Explain the 'Three Ways' of DevOps."
474,IoT,Application,Hard,"Design and implement a secure boot process for an IoT device."
475,Artificial Intelligence,Evaluation,Hard,"Critique the societal impact of AI-driven automation on the job market."
476,Cloud Computing,Analysis,Medium,"Compare the costs and benefits of horizontal vs. vertical scaling."
477,Cybersecurity,Synthesis,Hard,"Design a secure software development lifecycle (SSDLC) process."
478,Machine Learning,Application,Medium,"Use cross-validation to evaluate the performance of a machine learning model."
479,Data Science,Knowledge,Medium,"Define 'outlier'."
480,Big Data,Knowledge,Easy,"What is 'data velocity'?"
481,DevOps,Application,Medium,"Use a static analysis tool to find potential bugs in source code."
482,IoT,Analysis,Hard,"Analyze the trade-offs between processing data on the edge versus in the cloud."
483,Artificial Intelligence,Comprehension,Medium,"Explain the difference between syntax and semantics in NLP."
484,Cloud Computing,Synthesis,Hard,"Propose a cloud-based architecture for a massively multiplayer online game (MMOG)."
485,Cybersecurity,Evaluation,Hard,"Evaluate the effectiveness of deception technology (e.g., honeypots) in cybersecurity."
486,Machine Learning,Knowledge,Medium,"What is a 'learning curve' in the context of model training?"
487,Data Science,Application,Easy,"Demonstrate how to create a simple data visualization using a library like Matplotlib or Seaborn."
488,Big Data,Evaluation,Medium,"Assess the challenges of migrating a legacy data warehouse to a modern cloud-based platform."
489,DevOps,Analysis,Medium,"Analyze how Infrastructure as Code (IaC) improves consistency and reduces errors."
490,IoT,Comprehension,Hard,"Explain the security challenges posed by botnets of compromised IoT devices."
491,Artificial Intelligence,Analysis,Hard,"Compare and contrast different approaches to knowledge representation (e.g., semantic networks, frames)."
492,Cloud Computing,Comprehension,Medium,"Explain how Domain Name System (DNS) works in the context of cloud services."
493,Cybersecurity,Application,Hard,"Conduct a basic vulnerability scan on a network using a tool like Nmap."
494,Machine Learning,Synthesis,Hard,"Design an active learning system to minimize the amount of labeled data required for training."
495,Data Science,Evaluation,Hard,"Critique a data visualization for potential misinterpretations or misleading elements."
496,Big Data,Knowledge,Medium,"What is Apache Pig?"
497,DevOps,Synthesis,Hard,"Design a release management process for a large, distributed team."
498,IoT,Application,Medium,"Apply a data filtering algorithm at the edge to reduce data transmission to the cloud."
499,Artificial Intelligence,Knowledge,Easy,"What is 'tokenization' in NLP?"
500,Cloud Computing,Evaluation,Medium,"Assess the advantages of using managed services in the cloud."
501,Cybersecurity,Knowledge,Easy,"Define social engineering."
502,Cloud Computing,Analysis,Hard,"Compare and contrast SaaS, PaaS, and IaaS cloud service models."
503,Machine Learning,Application,Medium,"Apply a decision tree classifier to predict customer churn."
504,Artificial Intelligence,Comprehension,Medium,"Explain the concept of a neural network's activation function."
505,Data Science,Knowledge,Easy,"What is metadata?"
506,Big Data,Comprehension,Hard,"Describe the architecture of Apache Spark."
507,DevOps,Analysis,Medium,"Analyze the benefits of containerization using Docker."
508,IoT,Evaluation,Hard,"Evaluate the security risks of using default passwords on IoT devices."
509,Cybersecurity,Application,Hard,"Implement a defense-in-depth strategy for a corporate network."
510,Cloud Computing,Knowledge,Medium,"What is a content delivery network (CDN)?"
511,Machine Learning,Comprehension,Easy,"Explain the difference between supervised and unsupervised learning."
512,Artificial Intelligence,Knowledge,Hard,"Define Generative Adversarial Networks (GANs)."
513,Data Science,Application,Medium,"Use A/B testing to compare the effectiveness of two website designs."
514,Big Data,Analysis,Hard,"Differentiate between a data lake and a data warehouse."
515,DevOps,Knowledge,Easy,"What is continuous deployment?"
516,IoT,Comprehension,Medium,"Explain the role of sensors in an IoT system."
517,Cybersecurity,Evaluation,Medium,"Assess the limitations of firewalls in protecting against modern threats."
518,Cloud Computing,Synthesis,Hard,"Design a serverless architecture for a real-time data processing pipeline."
519,Machine Learning,Knowledge,Medium,"What is feature engineering?"
520,Artificial Intelligence,Application,Hard,"Apply natural language processing (NLP) to perform sentiment analysis on social media data."
521,Data Science,Analysis,Medium,"Analyze the impact of data quality on the performance of a machine learning model."
522,Big Data,Comprehension,Easy,"Explain the concept of distributed computing."
523,DevOps,Application,Hard,"Use Kubernetes to orchestrate a containerized application."
524,IoT,Knowledge,Medium,"What is edge computing?"
525,Cybersecurity,Comprehension,Hard,"Describe the workings of a man-in-the-middle attack."
526,Cloud Computing,Analysis,Easy,"Compare the benefits of public, private, and hybrid cloud environments."
527,Machine Learning,Evaluation,Hard,"Critique the 'black box' problem in deep learning models."
528,Artificial Intelligence,Synthesis,Hard,"Propose a new AI-based approach for personalized medicine."
529,Data Science,Knowledge,Hard,"Define the bias-variance tradeoff."
530,Big Data,Application,Medium,"Use Hadoop MapReduce to process a large dataset."
531,DevOps,Comprehension,Medium,"Explain the concept of Infrastructure as Code (IaC)."
532,IoT,Analysis,Hard,"Analyze the privacy implications of smart home devices."
533,Cybersecurity,Knowledge,Easy,"What is malware?"
534,Cloud Computing,Application,Medium,"Implement auto-scaling for a web application based on traffic load."
535,Machine Learning,Analysis,Hard,"Compare and contrast logistic regression and support vector machines (SVMs)."
536,Artificial Intelligence,Evaluation,Medium,"Assess the ethical considerations of using AI in autonomous vehicles."
537,Data Science,Comprehension,Easy,"Explain the purpose of data visualization."
538,Big Data,Knowledge,Medium,"What is NoSQL?"
539,DevOps,Synthesis,Hard,"Design a CI/CD pipeline for a mobile application."
540,IoT,Application,Hard,"Develop a smart agriculture system using IoT sensors and actuators."
541,Cybersecurity,Comprehension,Medium,"Describe the difference between symmetric and asymmetric encryption."
542,Cloud Computing,Evaluation,Hard,"Evaluate the performance of different cloud storage options for a specific use case."
543,Machine Learning,Application,Hard,"Apply reinforcement learning to train an agent to play a game."
544,Artificial Intelligence,Knowledge,Easy,"What is a chatbot?"
545,Data Science,Analysis,Medium,"Analyze the results of a statistical hypothesis test."
546,Big Data,Comprehension,Hard,"Explain the CAP theorem in the context of distributed databases."
547,DevOps,Evaluation,Medium,"Assess the benefits of using a microservices architecture."
548,IoT,Knowledge,Easy,"What is a smart city?"
549,Cybersecurity,Synthesis,Hard,"Develop a comprehensive security policy for a small business."
550,Cloud Computing,Comprehension,Medium,"Explain the concept of virtualization."
551,Machine Learning,Knowledge,Hard,"Define deep learning."
552,Artificial Intelligence,Analysis,Hard,"Compare and contrast different search algorithms used in AI."
553,Data Science,Application,Medium,"Use principal component analysis (PCA) for dimensionality reduction."
554,Big Data,Knowledge,Easy,"What is big data?"
555,DevOps,Comprehension,Easy,"Explain the agile software development methodology."
556,IoT,Analysis,Hard,"Analyze the challenges of securing IoT devices with limited computational resources."
557,Cybersecurity,Application,Hard,"Conduct a penetration test on a web application."
558,Cloud Computing,Knowledge,Medium,"What is serverless computing?"
559,Machine Learning,Synthesis,Hard,"Propose a novel machine learning model for a specific problem."
560,Artificial Intelligence,Comprehension,Medium,"Explain how natural language understanding (NLU) works."
561,Data Science,Evaluation,Hard,"Critique a data-driven decision-making process for potential biases."
562,Big Data,Application,Hard,"Implement a real-time analytics dashboard using Apache Kafka and Spark Streaming."
563,DevOps,Analysis,Medium,"Analyze the trade-offs between different continuous integration tools."
564,IoT,Synthesis,Hard,"Design a smart healthcare system for remote patient monitoring."
565,Cybersecurity,Knowledge,Medium,"What is a firewall?"
566,Cloud Computing,Comprehension,Easy,"Explain the concept of pay-as-you-go pricing in cloud computing."
567,Machine Learning,Analysis,Hard,"Compare and contrast clustering and classification algorithms."
568,Artificial Intelligence,Application,Medium,"Apply computer vision techniques to detect objects in an image."
569,Data Science,Knowledge,Easy,"What is data cleaning?"
570,Big Data,Evaluation,Hard,"Evaluate the scalability of different NoSQL databases."
571,DevOps,Application,Medium,"Use Ansible to automate the configuration of a web server."
572,IoT,Comprehension,Hard,"Describe the communication protocols used in IoT, such as MQTT and CoAP."
573,Cybersecurity,Analysis,Medium,"Analyze the attack vectors for a phishing campaign."
574,Cloud Computing,Synthesis,Hard,"Design a multi-cloud strategy for a large enterprise."
575,Machine Learning,Evaluation,Medium,"Assess the performance of a machine learning model using metrics like accuracy, precision, and recall."
576,Artificial Intelligence,Comprehension,Easy,"Explain the difference between AI, machine learning, and deep learning."
577,Data Science,Application,Hard,"Build a recommendation engine using collaborative filtering."
